Series,Movie,Critic Review,Compound,Negative,Neutral,Positive
Star Wars,ROGUE ONE: A STAR WARS STORY,"The action sequences, both on the ground and in space, are rousingly staged. But the losses incurred in those sequences are sobering. The stakes in the ""Star Wars"" rebellion are high indeed.",-0.8225,0.255,0.745,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"When the universe ""expands"" in this way, it actually makes it seem so much smaller.",0.0,0.0,1.0,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,It is a brave attempt at making a new kind of Star Wars movie but seems all too eager to express its fealty to the source material without thinking up any ideas of its own.,0.4854,0.061,0.795,0.144
Star Wars,ROGUE ONE: A STAR WARS STORY,"Intriguing and richly diverse characters, a suspenseful plot, an amusing sidekick, and a very satisfying answer to one of the most persistent questions from ""New Hope.""",0.8313,0.0,0.705,0.295
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One: A Star Wars Story succeeds far more than it doesn't, and has some rich characters and terrific performances (specifically Tudyk and Yen) to go along with the beautiful visuals and intense action.",0.8885,0.079,0.591,0.33
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One isn't so much a movie as a feature-length promotional film for itself; it's a movie that is still waiting to be made.,0.0,0.0,1.0,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One is a bold and stirring adventure film that will have both fans and casual observers spellbound.,0.6908,0.0,0.676,0.324
Star Wars,ROGUE ONE: A STAR WARS STORY,"It's constant blowing stuff up. Jyn Erso is STAR WARS ""Joan of Arc"" without a zealot's fervor or dynamic leadership presence. She is the only female fighter and all the nomad soldiers blindly follow her. What happened to Mendelsohn's face?",-0.2808,0.097,0.808,0.094
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One: A Star Wars Story does exactly what it is supposed to do by incrementally expanding the Star Wars universe that we already know.,-0.802,0.247,0.753,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"Hard-core fans who thought Episode VII was a dumbed-down rehash will bask in an action-packed film that refuses to spoon-feed information. Mind you, that's the same reason why the casual fan will be disengaged.",0.4767,0.0,0.883,0.117
Star Wars,ROGUE ONE: A STAR WARS STORY,"This is a whole new stable of characters operating on the fringes of the world we know by heart. When you think about it, that's pretty exciting. And it opens up a world of cinematic possibilities moving forward",0.8225,0.0,0.793,0.207
Star Wars,ROGUE ONE: A STAR WARS STORY,"Aside from [K-2SO's] killer lines, wonderfully voiced by the indispensable Alan Tudyk, most big satisfactions in this big, big movie come from references to Star Wars adventures you've loved before.",0.6887,0.174,0.528,0.299
Star Wars,ROGUE ONE: A STAR WARS STORY,"It stands alone as the best Star Wars entry since 1980's The Empire Strikes Back. Yes, it's that good.",0.4019,0.262,0.421,0.317
Star Wars,ROGUE ONE: A STAR WARS STORY,"Just once I'd like to see a Star Wars film and be wowed by seeing something completely new and fresh. I didn't hate it, however it commits the crime of being underwhelming and unoriginal.",0.5664,0.158,0.557,0.284
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One is groundbreaking for the Star Wars franchise, a rousing side story that blows the doors wide open for future installments of the series. That it stands on its own as a slam-bam action thrill ride is a bonus.",0.34,0.083,0.78,0.138
Star Wars,ROGUE ONE: A STAR WARS STORY,"As pure retcon-meets-thought experiment, Rogue One scratches an itch that has been tickling since that initial screening in '77.",0.0,0.0,1.0,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One is worthy of standing alongside the original trilogy. Not only in terms of quality, but in creativity, imagination, and inspiration.",0.891,0.0,0.608,0.392
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One: A Star Wars Story answers the question of whether that galaxy far, far away is big enough to sustain multiple offshoots with an emphatic yes.",-0.2263,0.119,0.792,0.089
Star Wars,ROGUE ONE: A STAR WARS STORY,"Contained yet expansive, nostalgic yet new, Rogue One introduces striking heroes and villains and fills its two hours and 13 minutes with a narrative that fits snugly into canon",-0.2732,0.131,0.772,0.098
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One is a more-than-worthy prequel. Which is a first in the Star Wars universe,-0.5574,0.231,0.769,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One is better than [the prequels] by a long shot, but after the high bar set by last year's Episode VII - The Force Awakens, simply being better than the prequels isn't good enough anymore.",0.4001,0.078,0.777,0.145
Star Wars,ROGUE ONE: A STAR WARS STORY,"The chaps are heroic. The villains are dastardly. All that's missing is Burton and ""Broadsword calling Danny Boy"".",-0.4588,0.262,0.595,0.143
Star Wars,ROGUE ONE: A STAR WARS STORY,"The Force Awakens may have reanimated the once-dormant franchise, but it's Rogue One that will give Star Wars fans a new hope.",-0.2617,0.177,0.685,0.139
Star Wars,ROGUE ONE: A STAR WARS STORY,"K-2S0 contributes sorely needed humor, but nowhere near enough.",0.1406,0.0,0.838,0.162
Star Wars,ROGUE ONE: A STAR WARS STORY,The good news is that Star Wars fans will never want again... but the movies themselves may have gotten a little less special as a result.,0.3031,0.122,0.713,0.166
Star Wars,ROGUE ONE: A STAR WARS STORY,"Despite its darker tone, Rogue One feels cosily at home in the Star Wars universe, and is crowded with the kind of imagination-tickling details the franchise thrives on.",-0.5574,0.118,0.882,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One shouldn't work - from everything from the reshoots to just the fact Star Wars is breaking from centering its story around the Skywalkers - but, yet, it does work. Mostly.",-0.3182,0.073,0.927,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,Technically deft but emotionally cold.,0.0,0.0,1.0,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"Even an underwhelming Star Wars is a pretty decent Star Wars, but Rogue One misses a real chance to turn the familiar into something remarkable.",0.5499,0.208,0.508,0.284
Star Wars,ROGUE ONE: A STAR WARS STORY,"Star wars, indeed: The thrilling ""Rogue One"" brings a gritty combat-movie aesthetic to George Lucas's beloved space opera, but not at the expense of a thoughtful, emotional story about the foot soldiers who make sacrifices in the name of a movement.",0.7351,0.051,0.737,0.212
Star Wars,ROGUE ONE: A STAR WARS STORY,"A little bit ""Guardians of the Galaxy,"" a little bit ""Dirty Dozen"" in its mass wartime slaughter, and a pretty good time once it gets going.",0.539,0.091,0.696,0.212
Star Wars,ROGUE ONE: A STAR WARS STORY,A more-than-worthy addition to the galaxy far far away.,0.0,0.0,1.0,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,...doesn't move the bar on what it means to be a Star Wars movie in any significant way.,-0.4215,0.176,0.735,0.088
Star Wars,ROGUE ONE: A STAR WARS STORY,"A much bolder addition to the franchise that makes risky deviations from the winning formula. That those bold decisions pay off is impressive, most ...well, you know the rest.",0.8519,0.087,0.599,0.313
Star Wars,ROGUE ONE: A STAR WARS STORY,"For all its vivid visual imagination, the film left me almost totally cold. And I say that as a man who has cried actual tears at more than one Star Wars movie.",-0.7964,0.231,0.769,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One is a movie crammed with fan service, but when fan service is done this well, there's little to complain about and much to adore.",0.8667,0.08,0.565,0.355
Star Wars,ROGUE ONE: A STAR WARS STORY,"Very good, and often great... A true cockle-tickler for fans hoping to stoke the excitement of their inner nine-year-olds.",0.8999,0.0,0.539,0.461
Star Wars,ROGUE ONE: A STAR WARS STORY,A movie that pushes boundaries and takes the kinds of risks this series needs to take in order to evolve to a point where it can tell completely new Star Wars stories featuring characters we've never seen before.,-0.7152,0.149,0.851,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One: A Star Wars Story upends Lucas' familiar saga by zeroing in on the compelling lives outside the orbit of the Skywalkers. There's one word that accurately conveys what this movie does to the Star Wars universe: Rebellion.,-0.7783,0.195,0.762,0.043
Star Wars,ROGUE ONE: A STAR WARS STORY,"A swiftly paced, rough-and-ready entertainment that, in anticipating the canonical events of ""A New Hope,"" manages the tricky feat of seeming at once casually diverting and hugely consequential.",0.6249,0.051,0.735,0.214
Star Wars,ROGUE ONE: A STAR WARS STORY,"The ultimate Star Wars fan film, it's short on whimsy but when it gets going there's enough risk-taking and spectacle to bode well for future standalones.",0.25,0.078,0.777,0.145
Star Wars,ROGUE ONE: A STAR WARS STORY,"In a series of by-the-bible films, this is the iconoclastic one. And that's its charm.",0.4019,0.0,0.828,0.172
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One manages to succeed as both super-nerdy fan service and the first entry since the 1977 original that will satisfy people who have never seen a Star Wars film.,0.914,0.0,0.636,0.364
Star Wars,ROGUE ONE: A STAR WARS STORY,This story isn't going to be like any Star Wars movie you've ever seen.,-0.2732,0.199,0.663,0.138
Star Wars,ROGUE ONE: A STAR WARS STORY,"For the original generation of ""Star Wars"" fans who weren't sure what to make of episodes one, two, and three, ""Rogue One"" is the prequel they've always wanted.",-0.5043,0.169,0.761,0.07
Star Wars,ROGUE ONE: A STAR WARS STORY,"It's a flawed movie, but a good one, sometimes more interesting as a concept than a story. But, oh, what a concept!",0.8455,0.0,0.648,0.352
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One is the best Star Wars film since The Empire Strikes Back.,-0.2263,0.3,0.493,0.207
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One might trade heavily in nostalgia but it's bold enough to take risks, and will leave you stirred, fired up and raring for more.",-0.6652,0.266,0.632,0.102
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One is a big, crazy video game movie -- but even big, crazy video game movies are allowed to say something.",-0.5859,0.202,0.798,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"This movie is about the journey, not the destination. And the journey is about as exciting as a long drive down the Florida Turnpike.",0.4939,0.0,0.873,0.127
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One is a return to form and the Star Wars movie fans have been waiting for since the '80s.,-0.5574,0.167,0.833,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"Despite a galaxy of potential and a number of killer moments, Gareth Edwards' Star Wars spinoff feels painfully forced.",-0.9325,0.518,0.435,0.047
Star Wars,ROGUE ONE: A STAR WARS STORY,"I'm recommending it, if only as a three-star action movie. But I think it's important to consider how the original Star Wars movies transcended their pulpy influences and how Rogue One gets mired in them.",-0.128,0.095,0.796,0.109
Star Wars,ROGUE ONE: A STAR WARS STORY,"If nothing else, Gareth Edwards' combative, hard-working installment answers why the Death Star was so easy to destroy in the first place.",-0.6023,0.252,0.625,0.123
Star Wars,ROGUE ONE: A STAR WARS STORY,Its variations on a theme are muscular and adroit. This is another really entertaining fantasy with fan-fiction energy and attack.,0.2944,0.127,0.656,0.217
Star Wars,ROGUE ONE: A STAR WARS STORY,A punchy standalone action tale about a spunky Rebel Alliance resistance group.,-0.1531,0.151,0.849,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"This instalment isn't about looking backwards. In essence, it's a war movie and director Gareth Edwards keeps the momentum going with a string of stunning set pieces.",-0.3182,0.132,0.78,0.088
Star Wars,ROGUE ONE: A STAR WARS STORY,"Still too reliant on nostalgic fan-service, but a clear step in the right direction for these newfangled 'Star Wars' movies.",-0.3071,0.192,0.626,0.182
Star Wars,ROGUE ONE: A STAR WARS STORY,The Force should have been stronger with this one.,0.3818,0.0,0.755,0.245
Star Wars,ROGUE ONE: A STAR WARS STORY,The Star Wars franchise has built up a massive amount of cachet over the last several decades; Rogue One is going to need every bit of it.,-0.5574,0.126,0.874,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"Yes, it's part of a series that is now eight movies strong, but it also works alone as a movie about war, oppression, a dangerous heist, a daring rebellion and a spark of hope that ignites the final stages of a revolution.",-0.3182,0.254,0.498,0.248
Star Wars,ROGUE ONE: A STAR WARS STORY,"Loaded with more battle action than any of its seven predecessors, Rogue One: A Star Wars Story plays like a set-up for the events in the 1977 original and, for the most part, does so quite entertainingly.",0.4173,0.142,0.634,0.224
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One is less the fetish object that The Force Awakens is because it at least has the ambitions to create its own character dynamics and plot routes rather than coast on existing ones.,0.4939,0.0,0.884,0.116
Star Wars,ROGUE ONE: A STAR WARS STORY,Will give die-hard Star Wars fans multiple orgasms...runneth over with Star Wars spectacle.,-0.802,0.396,0.604,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"A thrilling, but flawed drama that considers the cost of fighting for one's beliefs.",-0.296,0.199,0.675,0.126
Star Wars,ROGUE ONE: A STAR WARS STORY,This is more like it...the 'Star Wars' movie J.J. Abrams SHOULD have made.,-0.204,0.207,0.632,0.161
Star Wars,ROGUE ONE: A STAR WARS STORY,"This ""Star Wars"" spinoff doesn't spin very far off from the franchise, but it's a serviceable stopgap between chapters.",-0.3182,0.119,0.881,0.0
Star Wars,ROGUE ONE: A STAR WARS STORY,"Seems to want nothing more than for the audience to pat itself on the back because they know what Yavin 4 is: It's a fun game to play at Comic-Con, but it doesn't make for much of a movie.",0.4588,0.0,0.868,0.132
